Artist,Last Updated,Region Name,Play Count,Unique Listeners
NewFound Road,1/16/2026 7:46:15 PM,AR,1,1
New Funky Generation,1/16/2026 7:46:15 PM,AR,1,1
New Grass Revival,1/16/2026 7:46:15 PM,AR,1,1
Newham Generals,1/16/2026 7:46:15 PM,AR,2,2
New Model Army,1/16/2026 7:46:15 PM,AR,1,1
New Order,1/16/2026 7:46:15 PM,AR,11,5
New Radicals,1/16/2026 7:46:15 PM,AR,8,5
Newsboys,1/16/2026 7:46:15 PM,AR,2,1
Newton Faulkner,1/16/2026 7:46:15 PM,AR,5,5
New York Dolls,1/16/2026 7:46:15 PM,AR,1,1
New Young Pony Club,1/16/2026 7:46:15 PM,AR,2,2
NiÃÂ±a Pastori,1/16/2026 7:46:15 PM,AR,1,1
NiÃÂ±os Mutantes,1/16/2026 7:46:15 PM,AR,1,1
Niacin / Chick Corea,1/16/2026 7:46:15 PM,AR,1,1
NiccolÃÂ² Fabi,1/16/2026 7:46:15 PM,AR,4,4
Nicholas Gunn,1/16/2026 7:46:15 PM,AR,1,1
Nicholas Hooper,1/16/2026 7:46:15 PM,AR,2,1
Nichole Nordeman,1/16/2026 7:46:15 PM,AR,2,2
Nick Cave & The Bad Seeds,1/16/2026 7:46:15 PM,AR,13,7
Nick Cave & Warren Ellis,1/16/2026 7:46:15 PM,AR,3,2
Nick Drake,1/16/2026 7:46:15 PM,AR,13,5
Nickelback,1/16/2026 7:46:15 PM,AR,38,9
Nickel Creek,1/16/2026 7:46:15 PM,AR,10,5
Nick Lachey,1/16/2026 7:46:15 PM,AR,1,1
Nick Lowe,1/16/2026 7:46:15 PM,AR,9,4
Nickodemus,1/16/2026 7:46:15 PM,AR,1,1
Nick Terranova,1/16/2026 7:46:15 PM,AR,2,2
Nicky Jam,1/16/2026 7:46:15 PM,AR,1,1
Nicola Di Bari,1/16/2026 7:46:15 PM,AR,1,1
Nicola Marchioro,1/16/2026 7:46:15 PM,AR,1,1
Nicole Kidman,1/16/2026 7:46:15 PM,AR,1,1
Nicolette,1/16/2026 7:46:15 PM,AR,3,2
Nicolette Larson,1/16/2026 7:46:15 PM,AR,1,1
Nicole Willis / The Soul Investigators,1/16/2026 7:46:15 PM,AR,1,1
Night In Gales,1/16/2026 7:46:15 PM,AR,1,1
Nightmares On Wax,1/16/2026 7:46:15 PM,AR,2,2
Nightrage,1/16/2026 7:46:15 PM,AR,1,1
Nightwish,1/16/2026 7:46:15 PM,AR,12,5
Nik & Jay,1/16/2026 7:46:15 PM,AR,1,1
Nik Og Jay,1/16/2026 7:46:15 PM,AR,2,1
Nikolaj NÃÂ¸rlund,1/16/2026 7:46:15 PM,AR,2,1
Nikola Sarcevic,1/16/2026 7:46:15 PM,AR,2,2
Nikolaus Harnoncourt & Concentus musicus Wien,1/16/2026 7:46:15 PM,AR,1,1
Nile,1/16/2026 7:46:15 PM,AR,3,2
Nina Kinert,1/16/2026 7:46:15 PM,AR,1,1
Nine Inch Nails,1/16/2026 7:46:15 PM,AR,33,8
Nino Bravo,1/16/2026 7:46:15 PM,AR,2,2
Nipsey Hussle,1/16/2026 7:46:15 PM,AR,1,1
Nirvana,1/16/2026 7:46:15 PM,AR,34,8
Nitty Gritty Dirt Band,1/16/2026 7:46:15 PM,AR,2,1
Niyaz,1/16/2026 7:46:15 PM,AR,1,1
Niza,1/16/2026 7:46:15 PM,AR,1,1
Nneka,1/16/2026 7:46:15 PM,AR,1,1
NNENNA FREELON,1/16/2026 7:46:15 PM,AR,1,1
Nobuo Uematsu,1/16/2026 7:46:15 PM,AR,1,1
No Doubt,1/16/2026 7:46:15 PM,AR,17,6
No Doubt / Bounty Killer,1/16/2026 7:46:15 PM,AR,1,1
No Doubt / Lady Saw,1/16/2026 7:46:15 PM,AR,2,2
Noelia,1/16/2026 7:46:15 PM,AR,1,1
No Fun At All,1/16/2026 7:46:15 PM,AR,1,1
NOFX,1/16/2026 7:46:15 PM,AR,12,7
Noisettes,1/16/2026 7:46:15 PM,AR,5,4
Noisy Stylus,1/16/2026 7:46:15 PM,AR,2,1
Non,1/16/2026 7:46:15 PM,AR,1,1
None More Black,1/16/2026 7:46:15 PM,AR,1,1
Nonpalidece,1/16/2026 7:46:15 PM,AR,2,2
Nonpoint,1/16/2026 7:46:15 PM,AR,1,1
Noosa Head Feat. Marshall Jefferson,1/16/2026 7:46:15 PM,AR,1,1
Norman Blake,1/16/2026 7:46:15 PM,AR,1,1
Norman Brown,1/16/2026 7:46:15 PM,AR,1,1
Norman Greenbaum,1/16/2026 7:46:15 PM,AR,2,2
Nortec Collective,1/16/2026 7:46:15 PM,AR,1,1
North Mississippi Allstars,1/16/2026 7:46:15 PM,AR,2,2
NosotrÃÂ¤sh,1/16/2026 7:46:15 PM,AR,1,1
Notes From Underground,1/16/2026 7:46:15 PM,AR,1,1
No Te Va Gustar,1/16/2026 7:46:15 PM,AR,10,5
Notorious B.I.G.,1/16/2026 7:46:15 PM,AR,2,2
Noumena,1/16/2026 7:46:15 PM,AR,2,1
No Use For A Name,1/16/2026 7:46:15 PM,AR,2,2
Nouvelle Vague,1/16/2026 7:46:15 PM,AR,3,3
Now It's Overhead,1/16/2026 7:46:15 PM,AR,3,1
N-Trance / Ricardo Force,1/16/2026 7:46:15 PM,AR,1,1
N-Trance / Rod Stewart / Rod Stewart,1/16/2026 7:46:15 PM,AR,1,1
Nucleus Roots,1/16/2026 7:46:15 PM,AR,1,1
Nuova Compagnia Di Canto Popolare,1/16/2026 7:46:15 PM,AR,1,1
Nural,1/16/2026 7:46:15 PM,AR,1,1
Nu Shooz,1/16/2026 7:46:15 PM,AR,2,2
Nuyorican Soul,1/16/2026 7:46:15 PM,AR,1,1
N.W.A featuring Eazy-E,1/16/2026 7:46:15 PM,AR,1,1
N.W.A ft. Eazy-E,1/16/2026 7:46:15 PM,AR,1,1
O.A.R.,1/16/2026 7:46:15 PM,AR,3,3
Oasis,1/16/2026 7:46:15 PM,AR,1,1
Obie Bermudez,1/16/2026 7:46:15 PM,AR,2,1
Obie Trice / Brick & Lace,1/16/2026 7:46:15 PM,AR,1,1
Obie Trice / Dr. Dre,1/16/2026 7:46:15 PM,AR,1,1
Obituary,1/16/2026 7:46:15 PM,AR,2,2
Obrint Pas,1/16/2026 7:46:15 PM,AR,2,2
Ocean Colour Scene,1/16/2026 7:46:15 PM,AR,3,2
Ocote Soul Sounds & Adrian Quesada,1/16/2026 7:46:15 PM,AR,1,1
Octopus Project,1/16/2026 7:46:15 PM,AR,23,9
Oddisee,1/16/2026 7:46:15 PM,AR,1,1
O'Donel Levy,1/16/2026 7:46:15 PM,AR,1,1
Offer Nissim,1/16/2026 7:46:15 PM,AR,4,3
Officer Negative,1/16/2026 7:46:15 PM,AR,1,1
Of Mice And Men,1/16/2026 7:46:15 PM,AR,2,2
Of Montreal,1/16/2026 7:46:15 PM,AR,4,4
O'Funk'illo,1/16/2026 7:46:15 PM,AR,1,1
O.G.C.,1/16/2026 7:46:15 PM,AR,10,4
OIO AI,1/16/2026 7:46:15 PM,AR,1,1
Oi Va Voi,1/16/2026 7:46:15 PM,AR,1,1
Okay,1/16/2026 7:46:15 PM,AR,1,1
Ok Go,1/16/2026 7:46:15 PM,AR,14,5
Okkervil River,1/16/2026 7:46:15 PM,AR,4,4
Old 97's,1/16/2026 7:46:15 PM,AR,13,4
Old Crow Medicine Show,1/16/2026 7:46:15 PM,AR,10,7
Oleander,1/16/2026 7:46:15 PM,AR,1,1
Oleta Adams,1/16/2026 7:46:15 PM,AR,1,1
Olga tanon,1/16/2026 7:46:15 PM,AR,2,1
Oliver Koletzki,1/16/2026 7:46:15 PM,AR,2,2
Oliver Koletzki feat. Fran,1/16/2026 7:46:15 PM,AR,1,1
Olivia Newton-John,1/16/2026 7:46:15 PM,AR,14,5
Olivia Ruiz,1/16/2026 7:46:15 PM,AR,1,1
Olivier Darock,1/16/2026 7:46:15 PM,AR,7,5
Olivier Messiaen,1/16/2026 7:46:15 PM,AR,1,1
Olle Adolphson,1/16/2026 7:46:15 PM,AR,1,1
Olli Banjo,1/16/2026 7:46:15 PM,AR,1,1
Olodum,1/16/2026 7:46:15 PM,AR,1,1
Omarion,1/16/2026 7:46:15 PM,AR,1,1
Omarion;Kat DeLuna,1/16/2026 7:46:15 PM,AR,1,1
OMD,1/16/2026 7:46:15 PM,AR,1,1
Once Tiros,1/16/2026 7:46:15 PM,AR,1,1
One Day As A Lion,1/16/2026 7:46:15 PM,AR,1,1
OneRepublic,1/16/2026 7:46:15 PM,AR,78,8
One t,1/16/2026 7:46:15 PM,AR,1,1
Onra,1/16/2026 7:46:15 PM,AR,1,1
Onslaught,1/16/2026 7:46:15 PM,AR,1,1
On The Last Day,1/16/2026 7:46:15 PM,AR,1,1
Onyx,1/16/2026 7:46:15 PM,AR,1,1
Operation Ivy,1/16/2026 7:46:15 PM,AR,3,2
Operator,1/16/2026 7:46:15 PM,AR,1,1
Operator Please,1/16/2026 7:46:15 PM,AR,1,1
Opeth,1/16/2026 7:46:15 PM,AR,9,4
Orange Bicycle,1/16/2026 7:46:15 PM,AR,1,1
Orbital,1/16/2026 7:46:15 PM,AR,5,3
Orchestra Baobab,1/16/2026 7:46:15 PM,AR,1,1
Ordo Rosarius Equilibrio,1/16/2026 7:46:15 PM,AR,1,1
Origin,1/16/2026 7:46:15 PM,AR,1,1
Orishas,1/16/2026 7:46:15 PM,AR,13,5
Orla Fallon,1/16/2026 7:46:15 PM,AR,1,1
Orlando CachaÃÂ­to LÃÂ³pez,1/16/2026 7:46:15 PM,AR,1,1
O'Rosko Raricim,1/16/2026 7:46:15 PM,AR,3,3
Orquesta El Arranque,1/16/2026 7:46:15 PM,AR,1,1
Orson,1/16/2026 7:46:15 PM,AR,1,1
Oscar Lopez,1/16/2026 7:46:15 PM,AR,1,1
Osi,1/16/2026 7:46:15 PM,AR,1,1
Os Mutantes,1/16/2026 7:46:15 PM,AR,2,2
Os Paralamas Do Sucesso,1/16/2026 7:46:15 PM,AR,3,3
Otep,1/16/2026 7:46:15 PM,AR,3,1
Otis Redding,1/16/2026 7:46:15 PM,AR,2,1
Otis Redding & Carla Thomas,1/16/2026 7:46:15 PM,AR,1,1
Otis Rush,1/16/2026 7:46:15 PM,AR,1,1
Otros Aires,1/16/2026 7:46:15 PM,AR,1,1
OTT,1/16/2026 7:46:15 PM,AR,1,1
Ottawan,1/16/2026 7:46:15 PM,AR,1,1
Ottmar Liebert,1/16/2026 7:46:15 PM,AR,3,2
Oumou Sangare,1/16/2026 7:46:15 PM,AR,1,1
Our Lady Peace,1/16/2026 7:46:15 PM,AR,2,2
Our Last Night,1/16/2026 7:46:15 PM,AR,1,1
Ours,1/16/2026 7:46:15 PM,AR,2,2
OutKast,1/16/2026 7:46:15 PM,AR,16,6
Outlandish;Isam Bachiri;Lenny Martinez;Waqas Qadri,1/16/2026 7:46:15 PM,AR,1,1
Outwork feat. Mr Gee,1/16/2026 7:46:15 PM,AR,1,1
OV7,1/16/2026 7:46:15 PM,AR,2,2
Overkill,1/16/2026 7:46:15 PM,AR,2,1
Overlap,1/16/2026 7:46:15 PM,AR,1,1
Overseer,1/16/2026 7:46:15 PM,AR,1,1
Owen Pallett,1/16/2026 7:46:15 PM,AR,6,3
Owl City,1/16/2026 7:46:15 PM,AR,34,8
Oxmo Puccino,1/16/2026 7:46:15 PM,AR,1,1
Oxymoron,1/16/2026 7:46:15 PM,AR,1,1
Oysterband,1/16/2026 7:46:15 PM,AR,1,1
Ozma,1/16/2026 7:46:15 PM,AR,2,2
Ozomatli,1/16/2026 7:46:15 PM,AR,1,1
O-Zone,1/16/2026 7:46:15 PM,AR,1,1
Ozzy Osbourne,1/16/2026 7:46:15 PM,AR,8,5
Paco De Lucia,1/16/2026 7:46:15 PM,AR,2,2
Paco De Lucia / Manolo Sanlucar,1/16/2026 7:46:15 PM,AR,1,1
Paffendorf,1/16/2026 7:46:15 PM,AR,2,2
Pailhead,1/16/2026 7:46:15 PM,AR,1,1
Painkiller,1/16/2026 7:46:15 PM,AR,2,2
Palm Skin Productions,1/16/2026 7:46:15 PM,AR,1,1
Paloma San Basilio,1/16/2026 7:46:15 PM,AR,1,1
Pamela Williams,1/16/2026 7:46:15 PM,AR,1,1
Panda,1/16/2026 7:46:15 PM,AR,4,2
Pandit Hariprasad Chaurasia,1/16/2026 7:46:15 PM,AR,2,2
Pandora's Box,1/16/2026 7:46:15 PM,AR,4,4
Panic At The Disco,1/16/2026 7:46:15 PM,AR,22,8
Panic! At The Disco,1/16/2026 7:46:15 PM,AR,5,4
PanteÃÂ³n RococÃÂ³,1/16/2026 7:46:15 PM,AR,2,2
Pantera,1/16/2026 7:46:15 PM,AR,23,6
PANTyRAiD,1/16/2026 7:46:15 PM,AR,1,1
Paola Turci,1/16/2026 7:46:15 PM,AR,1,1
Paolo Nutini,1/16/2026 7:46:15 PM,AR,6,5
Papa Roach,1/16/2026 7:46:15 PM,AR,1,1
Pappo's Blues,1/16/2026 7:46:15 PM,AR,1,1
Parachute,1/16/2026 7:46:15 PM,AR,6,5
Paradise Lost,1/16/2026 7:46:15 PM,AR,1,1
Paramore,1/16/2026 7:46:15 PM,AR,39,8
Parenthetical Girls,1/16/2026 7:46:15 PM,AR,1,1
Paris Combo,1/16/2026 7:46:15 PM,AR,5,4
Parkway Drive,1/16/2026 7:46:15 PM,AR,6,4
Parliament,1/16/2026 7:46:15 PM,AR,2,2
Parni Valjak,1/16/2026 7:46:15 PM,AR,1,1
Parov Stelar,1/16/2026 7:46:15 PM,AR,11,6
Passenger 10,1/16/2026 7:46:15 PM,AR,1,1
Passion,1/16/2026 7:46:15 PM,AR,2,2
Passion Pit,1/16/2026 7:46:15 PM,AR,20,7
Pastora,1/16/2026 7:46:15 PM,AR,1,1
Pastora Soler,1/16/2026 7:46:15 PM,AR,1,1
Pat Benatar,1/16/2026 7:46:15 PM,AR,2,2
Pat Martino,1/16/2026 7:46:15 PM,AR,1,1
Pato Banton,1/16/2026 7:46:15 PM,AR,2,1
Pato Fu,1/16/2026 7:46:15 PM,AR,1,1
Patrice Rushen,1/16/2026 7:46:15 PM,AR,2,2
Patrick Bruel,1/16/2026 7:46:15 PM,AR,1,1
Patrick Watson,1/16/2026 7:46:15 PM,AR,5,4
Patrick Wolf,1/16/2026 7:46:15 PM,AR,1,1
Patsy Cline / The Jordanaires,1/16/2026 7:46:15 PM,AR,1,1
Patti LaBelle,1/16/2026 7:46:15 PM,AR,1,1
Patti Smith Group,1/16/2026 7:46:15 PM,AR,1,1
Patton Oswalt,1/16/2026 7:46:15 PM,AR,2,2
Patty Griffin,1/16/2026 7:46:15 PM,AR,2,1
PATY CANTU,1/16/2026 7:46:15 PM,AR,2,2
Paul Baloche,1/16/2026 7:46:15 PM,AR,1,1
Paul Brandt,1/16/2026 7:46:15 PM,AR,1,1
Paul Cardall,1/16/2026 7:46:15 PM,AR,5,3
Paul & Fritz Kalkbrenner,1/16/2026 7:46:15 PM,AR,1,1
Paul Hardcastle,1/16/2026 7:46:15 PM,AR,1,1
Paulina Rubio,1/16/2026 7:46:15 PM,AR,2,2
Paulinho Da Viola,1/16/2026 7:46:15 PM,AR,5,5
Paul Johnson,1/16/2026 7:46:15 PM,AR,1,1
Paul Kalkbrenner,1/16/2026 7:46:15 PM,AR,8,5
Paul Kelly,1/16/2026 7:46:15 PM,AR,1,1
Paul Oakenfold,1/16/2026 7:46:15 PM,AR,7,5
Paul Revere & The Raiders,1/16/2026 7:46:15 PM,AR,1,1
Paul Simon,1/16/2026 7:46:15 PM,AR,1,1
Paul Stanley,1/16/2026 7:46:15 PM,AR,1,1
Paul Van Dyk Featuring Jessica Sutta,1/16/2026 7:46:15 PM,AR,2,1
Paul Wall,1/16/2026 7:46:15 PM,AR,1,1
Pavel Dobes,1/16/2026 7:46:15 PM,AR,1,1
Pavement,1/16/2026 7:46:15 PM,AR,28,7
Pave The Rocket,1/16/2026 7:46:15 PM,AR,1,1
P. Diddy,1/16/2026 7:46:15 PM,AR,8,4
P. Diddy feat. The Notorious B.I.G._ The Lox_ Lil' Kim,1/16/2026 7:46:15 PM,AR,2,2
Peaches,1/16/2026 7:46:15 PM,AR,2,2
Peaches & Herb,1/16/2026 7:46:15 PM,AR,1,1
Pearl Jam,1/16/2026 7:46:15 PM,AR,41,5
Peatbog Faeries,1/16/2026 7:46:15 PM,AR,1,1
Pedestrian,1/16/2026 7:46:15 PM,AR,1,1
Pedra Leticia,1/16/2026 7:46:15 PM,AR,1,1
Pedro Luis e a Parede,1/16/2026 7:46:15 PM,AR,2,2
Pedro SuÃÂ¡rez-VÃÂ©rtiz,1/16/2026 7:46:15 PM,AR,1,1
Pedro The Lion,1/16/2026 7:46:15 PM,AR,3,3
Peel,1/16/2026 7:46:15 PM,AR,1,1
Peeping Tom,1/16/2026 7:46:15 PM,AR,2,2
Peggy Lee,1/16/2026 7:46:15 PM,AR,4,2
Peggy Zina,1/16/2026 7:46:15 PM,AR,1,1
Pele,1/16/2026 7:46:15 PM,AR,1,1
Pelle Carlberg,1/16/2026 7:46:15 PM,AR,1,1
Pell Mell,1/16/2026 7:46:15 PM,AR,1,1
Pelt,1/16/2026 7:46:15 PM,AR,1,1
Pencey Prep,1/16/2026 7:46:15 PM,AR,1,1
Pendulum,1/16/2026 7:46:15 PM,AR,7,4
Penguin CafÃÂ© Orchestra,1/16/2026 7:46:15 PM,AR,4,2
Penguins,1/16/2026 7:46:15 PM,AR,2,2
Pepper,1/16/2026 7:46:15 PM,AR,22,5
Percy Faith,1/16/2026 7:46:15 PM,AR,1,1
Percy Sledge,1/16/2026 7:46:15 PM,AR,2,2
Pereza,1/16/2026 7:46:15 PM,AR,3,2
Perfect Stranger,1/16/2026 7:46:15 PM,AR,2,2
Performed by Jennifer Hudson;Dreamgirls (Motion Picture Soundtrack),1/16/2026 7:46:15 PM,AR,1,1
Perpetual Groove,1/16/2026 7:46:15 PM,AR,1,1
Perrey And Kingsley,1/16/2026 7:46:15 PM,AR,2,2
Pescado Rabioso,1/16/2026 7:46:15 PM,AR,1,1
Pete Francis,1/16/2026 7:46:15 PM,AR,2,2
Peter And Gordon,1/16/2026 7:46:15 PM,AR,1,1
Peter Bjorn And John,1/16/2026 7:46:15 PM,AR,2,2
Peter_ Bjorn and John Featuring Victoria Bergsman,1/16/2026 7:46:15 PM,AR,1,1
Peter Bradley Adams,1/16/2026 7:46:15 PM,AR,4,3
Peter Bruntnell,1/16/2026 7:46:15 PM,AR,1,1
Peter Case,1/16/2026 7:46:15 PM,AR,1,1
Peter Cetera,1/16/2026 7:46:15 PM,AR,1,1
PeterLicht,1/16/2026 7:46:15 PM,AR,3,3
Peter_ Paul and Mary,1/16/2026 7:46:15 PM,AR,1,1
Peter Pupping,1/16/2026 7:46:15 PM,AR,1,1
Peter Sellers,1/16/2026 7:46:15 PM,AR,6,2
Peter Tosh,1/16/2026 7:46:15 PM,AR,4,3
Pete Townshend,1/16/2026 7:46:15 PM,AR,2,2
Pete Yorn,1/16/2026 7:46:15 PM,AR,2,2
Pete Yorn & Scarlett Johansson,1/16/2026 7:46:15 PM,AR,1,1
Petey Pablo,1/16/2026 7:46:15 PM,AR,1,1
Petra,1/16/2026 7:46:15 PM,AR,5,3
Pet Shop Boys,1/16/2026 7:46:15 PM,AR,3,3
Pez Band,1/16/2026 7:46:15 PM,AR,1,1
PFR,1/16/2026 7:46:15 PM,AR,1,1
Phantom Planet,1/16/2026 7:46:15 PM,AR,2,2
Pharrell / Jay-Z / Vybz Kartel / Wayne Marshall,1/16/2026 7:46:15 PM,AR,1,1
Philadelphia Bluntz,1/16/2026 7:46:15 PM,AR,1,1
Phil Collins,1/16/2026 7:46:15 PM,AR,15,6
Philip Glass,1/16/2026 7:46:15 PM,AR,2,2
Philippe Rochard,1/16/2026 7:46:15 PM,AR,10,5
Philipp Poisel,1/16/2026 7:46:15 PM,AR,2,2
Phil Keaggy,1/16/2026 7:46:15 PM,AR,1,1
Phillips_ Craig And Dean,1/16/2026 7:46:15 PM,AR,2,2
Phil Ochs,1/16/2026 7:46:15 PM,AR,2,2
Phil Phillips,1/16/2026 7:46:15 PM,AR,1,1
Phil Wickham,1/16/2026 7:46:15 PM,AR,3,2
Phish,1/16/2026 7:46:15 PM,AR,9,6
Phoenix,1/16/2026 7:46:15 PM,AR,33,9
Phonat,1/16/2026 7:46:15 PM,AR,2,2
Phosphorescent,1/16/2026 7:46:15 PM,AR,1,1
Pieces Of A Dream,1/16/2026 7:46:15 PM,AR,1,1
Pierce Brosnan / Meryl Streep,1/16/2026 7:46:15 PM,AR,1,1
Piero Piccioni,1/16/2026 7:46:15 PM,AR,1,1
Pierre Perret,1/16/2026 7:46:15 PM,AR,2,2
Piers Faccini,1/16/2026 7:46:15 PM,AR,1,1
Pignoise,1/16/2026 7:46:15 PM,AR,1,1
Pinback,1/16/2026 7:46:15 PM,AR,5,2
Pinetop Perkins,1/16/2026 7:46:15 PM,AR,1,1
Pink Cream 69,1/16/2026 7:46:15 PM,AR,1,1
Pink Martini,1/16/2026 7:46:15 PM,AR,6,5
Pink Spiders_ The,1/16/2026 7:46:15 PM,AR,1,1
Pino Donaggio,1/16/2026 7:46:15 PM,AR,1,1
Pitch Black,1/16/2026 7:46:15 PM,AR,1,1
Pixel,1/16/2026 7:46:15 PM,AR,1,1
Pixie Lott,1/16/2026 7:46:15 PM,AR,4,4
Pixies,1/16/2026 7:46:15 PM,AR,28,8
PJ Harvey,1/16/2026 7:46:15 PM,AR,7,5
P. J. Proby,1/16/2026 7:46:15 PM,AR,1,1
Placebo,1/16/2026 7:46:15 PM,AR,8,3
Place Vendome,1/16/2026 7:46:15 PM,AR,1,1
Plain White T's,1/16/2026 7:46:15 PM,AR,6,3
Plain White T S,1/16/2026 7:46:15 PM,AR,1,1
Plan B,1/16/2026 7:46:15 PM,AR,2,2
Planet X,1/16/2026 7:46:15 PM,AR,1,1
Plankeye,1/16/2026 7:46:15 PM,AR,3,2
Plasmatics,1/16/2026 7:46:15 PM,AR,1,1
Plastilina Mosh,1/16/2026 7:46:15 PM,AR,3,3
Plastiscines,1/16/2026 7:46:15 PM,AR,1,1
Plateau,1/16/2026 7:46:15 PM,AR,1,1
Platero Y Tu,1/16/2026 7:46:15 PM,AR,5,3
Player,1/16/2026 7:46:15 PM,AR,2,2
Playgroup,1/16/2026 7:46:15 PM,AR,1,1
PlayRadioPlay!,1/16/2026 7:46:15 PM,AR,1,1
Pleasure P,1/16/2026 7:46:15 PM,AR,2,2
Pleiadians,1/16/2026 7:46:15 PM,AR,1,1
Plies,1/16/2026 7:46:15 PM,AR,8,3
Plies featuring Akon,1/16/2026 7:46:15 PM,AR,2,2
Plushgun,1/16/2026 7:46:15 PM,AR,1,1
+ / - {Plus/Minus},1/16/2026 7:46:15 PM,AR,1,1
Plus/Minus (+/-),1/16/2026 7:46:15 PM,AR,1,1
Plus One,1/16/2026 7:46:15 PM,AR,1,1
P.M. Dawn,1/16/2026 7:46:15 PM,AR,2,2
Pnau,1/16/2026 7:46:15 PM,AR,1,1
P!nk,1/16/2026 7:46:15 PM,AR,8,4
P.O.D.,1/16/2026 7:46:15 PM,AR,12,5
Poe,1/16/2026 7:46:15 PM,AR,1,1
Pohlmann.,1/16/2026 7:46:15 PM,AR,1,1
Point Of Grace,1/16/2026 7:46:15 PM,AR,1,1
Poison,1/16/2026 7:46:15 PM,AR,3,3
Poison The Well,1/16/2026 7:46:15 PM,AR,1,1
polarkreis 18,1/16/2026 7:46:15 PM,AR,1,1
Polly Paulusma,1/16/2026 7:46:15 PM,AR,5,3
Pol Rossignani,1/16/2026 7:46:15 PM,AR,1,1
Poney Express,1/16/2026 7:46:15 PM,AR,1,1
Ponto De EquilÃÂ­brio,1/16/2026 7:46:15 PM,AR,1,1
Popol Vuh,1/16/2026 7:46:15 PM,AR,3,3
Porcupine Tree,1/16/2026 7:46:15 PM,AR,8,5
Portishead,1/16/2026 7:46:15 PM,AR,8,4
Port O'Brien,1/16/2026 7:46:15 PM,AR,3,2
Portugal The Man,1/16/2026 7:46:15 PM,AR,2,2
Postal Service,1/16/2026 7:46:15 PM,AR,27,8
Potluck,1/16/2026 7:46:15 PM,AR,4,4
Poverty Stinks,1/16/2026 7:46:15 PM,AR,1,1
Powderfinger,1/16/2026 7:46:15 PM,AR,1,1
Powerman 5000,1/16/2026 7:46:15 PM,AR,1,1
PPK,1/16/2026 7:46:15 PM,AR,1,1
PQM,1/16/2026 7:46:15 PM,AR,1,1
Praga Khan,1/16/2026 7:46:15 PM,AR,2,2
Pram,1/16/2026 7:46:15 PM,AR,1,1
Presidents Of The United States Of America,1/16/2026 7:46:15 PM,AR,1,1
Presuntos Implicados,1/16/2026 7:46:15 PM,AR,2,2
Pretenders,1/16/2026 7:46:15 PM,AR,1,1
Pretty Boy Floyd,1/16/2026 7:46:15 PM,AR,2,2
Pretty Girls Make Graves,1/16/2026 7:46:15 PM,AR,1,1
Pretty & Nice,1/16/2026 7:46:15 PM,AR,2,2
Pretty Ricky,1/16/2026 7:46:15 PM,AR,8,4
PRIMAL FEAR,1/16/2026 7:46:15 PM,AR,1,1
Primal Scream,1/16/2026 7:46:15 PM,AR,1,1
Primal Scream;Kate Moss,1/16/2026 7:46:15 PM,AR,1,1
Primordial,1/16/2026 7:46:15 PM,AR,1,1
Primus,1/16/2026 7:46:15 PM,AR,9,5
Prince,1/16/2026 7:46:15 PM,AR,7,3
Prince Alla,1/16/2026 7:46:15 PM,AR,1,1
Princess Superstar,1/16/2026 7:46:15 PM,AR,1,1
Prince & The New Power Generation,1/16/2026 7:46:15 PM,AR,4,3
Prince & The Revolution,1/16/2026 7:46:15 PM,AR,12,5
Priscilla Ahn,1/16/2026 7:46:15 PM,AR,2,2
Priscilla Renea,1/16/2026 7:46:15 PM,AR,2,2
Procol Harum,1/16/2026 7:46:15 PM,AR,3,3
Prodigy,1/16/2026 7:46:15 PM,AR,2,1
Prodigy featuring Big Twinz,1/16/2026 7:46:15 PM,AR,1,1
Professional Murder Music,1/16/2026 7:46:15 PM,AR,1,1
Professor Longhair,1/16/2026 7:46:15 PM,AR,1,1
Prohom,1/16/2026 7:46:15 PM,AR,2,2
Project 86,1/16/2026 7:46:15 PM,AR,1,1
Project Pitchfork,1/16/2026 7:46:15 PM,AR,1,1
Promoe,1/16/2026 7:46:15 PM,AR,2,2
Pro-Pain,1/16/2026 7:46:15 PM,AR,1,1
Propellerheads,1/16/2026 7:46:15 PM,AR,2,2
Protest The Hero,1/16/2026 7:46:15 PM,AR,1,1
Proto~Kaw,1/16/2026 7:46:15 PM,AR,1,1
Proyecto Uno,1/16/2026 7:46:15 PM,AR,2,2
Prozzak,1/16/2026 7:46:15 PM,AR,1,1
Pryda,1/16/2026 7:46:15 PM,AR,1,1
Psapp,1/16/2026 7:46:15 PM,AR,1,1
Psihomodo Pop,1/16/2026 7:46:15 PM,AR,1,1
Public Enemy,1/16/2026 7:46:15 PM,AR,3,2
Public Enemy / Stephen Stills,1/16/2026 7:46:15 PM,AR,1,1
Public Image Ltd,1/16/2026 7:46:15 PM,AR,5,5
Puddle Of Mudd,1/16/2026 7:46:15 PM,AR,10,3
Puerto Rican Power,1/16/2026 7:46:15 PM,AR,2,2
Puff Daddy,1/16/2026 7:46:15 PM,AR,6,3
Pulley,1/16/2026 7:46:15 PM,AR,2,1
Pull Tiger Tail,1/16/2026 7:46:15 PM,AR,1,1
Pulp,1/16/2026 7:46:15 PM,AR,3,3
Pumice,1/16/2026 7:46:15 PM,AR,1,1
PUNDER_ NEEME,1/16/2026 7:46:15 PM,AR,3,1
Puppetmastaz,1/16/2026 7:46:15 PM,AR,1,1
